posicao_ebt;nota;uf;nome_uf;municipio;populacao;total_pontos;nota_1
799;0;BA;Bahia;Pedro Alexandre;18094;0;0
799;0;BA;Bahia;Poções;48655;0;0
799;0;BA;Bahia;Potiraguá;9263;0;0
799;0;AL;Alagoas;São José da Tapera;32075;0;0
799;0;AL;Alagoas;São Luís do Quitunde;34436;0;0
799;0;AL;Alagoas;São Miguel dos Campos;59830;0;0
799;0;AL;Alagoas;Roteiro;6819;0;0
799;0;AL;Alagoas;Santa Luzia do Norte;7292;0;0
799;0;SE;Sergipe;Arauá;10684;0;0
799;0;AL;Alagoas;Satuba;13241;0;0
799;0;AL;Alagoas;Senador Rui Palmeira;13839;0;0
799;0;AL;Alagoas;Taquarana;19856;0;0
799;0;AL;Alagoas;Teotônio Vilela;43895;0;0
799;0;AL;Alagoas;Traipu;27648;0;0
799;0;SE;Sergipe;Aquidabã;21170;0;0
799;0;AL;Alagoas;Paripueira;12687;0;0
799;0;AL;Alagoas;Piranhas;24759;0;0
799;0;AL;Alagoas;Quebrangulo;11644;0;0
799;0;AL;Alagoas;Atalaia;47052;0;0
799;0;AL;Alagoas;Barra de São Miguel;8191;0;0
799;0;AL;Alagoas;Belém;4659;0;0
799;0;AL;Alagoas;Branquinha;10783;0;0
799;0;AL;Alagoas;Cacimbinhas;10775;0;0
799;0;AL;Alagoas;Major Isidoro;19963;0;0
799;0;AL;Alagoas;Marechal Deodoro;50512;0;0
799;0;AL;Alagoas;Maribondo;13719;0;0
799;0;AL;Alagoas;Messias;17350;0;0
799;0;AL;Alagoas;Murici;28201;0;0
799;0;AL;Alagoas;Olho d'Água das Flores;21572;0;0
799;0;AL;Alagoas;Olho d'Água do Casado;9209;0;0
799;0;AL;Alagoas;Olho d'Água Grande;5169;0;0
799;0;AL;Alagoas;Ouro Branco;11484;0;0
799;0;SE;Sergipe;São Miguel do Aleixo;3881;0;0
799;0;SE;Sergipe;Simão Dias;40364;0;0
799;0;SE;Sergipe;São Domingos;10887;0;0
799;0;BA;Bahia;Anguera;11209;0;0
799;0;BA;Bahia;Antas;18970;0;0
799;0;BA;Bahia;Baianópolis;14126;0;0
799;0;BA;Bahia;Baixa Grande;21186;0;0
799;0;BA;Bahia;Barra do Choça;35200;0;0
799;0;BA;Bahia;Bom Jesus da Lapa;68922;0;0
799;0;SE;Sergipe;Santa Luzia do Itanhy;13733;0;0
799;0;SE;Sergipe;Santana do São Francisco;7532;0;0
799;0;SE;Sergipe;Ribeirópolis;18218;0;0
799;0;SE;Sergipe;Nossa Senhora de Lourdes;6475;0;0
799;0;SE;Sergipe;Pedra Mole;3170;0;0
799;0;SE;Sergipe;Pedrinhas;9374;0;0
799;0;SE;Sergipe;Pinhão;6380;0;0
799;0;SE;Sergipe;Poço Redondo;33358;0;0
799;0;SE;Sergipe;Porto da Folha;28366;0;0
799;0;SE;Sergipe;Itaporanga d'Ajuda;32911;0;0
799;0;SE;Sergipe;Japaratuba;18098;0;0
799;0;SE;Sergipe;Nossa Senhora Aparecida;8809;0;0
799;0;SE;Sergipe;Malhador;12550;0;0
799;0;SE;Sergipe;Capela;33024;0;0
799;0;SE;Sergipe;Carira;21299;0;0
799;0;SE;Sergipe;Cristinápolis;17726;0;0
799;0;SE;Sergipe;General Maynard;3188;0;0
799;0;SE;Sergipe;Feira Nova;5551;0;0
799;0;SE;Sergipe;Frei Paulo;14890;0;0
799;0;MG;Minas Gerais;Santa Rita de Jacutinga;5077;0;0
799;0;MG;Minas Gerais;Santa Rita de Ibitipoca;3611;0;0
799;0;MG;Minas Gerais;Santo Antônio do Grama;4120;0;0
799;0;MG;Minas Gerais;São Domingos das Dores;5642;0;0
799;0;MG;Minas Gerais;São Domingos do Prata;17805;0;0
799;0;MG;Minas Gerais;Olaria;1935;0;0
799;0;MG;Minas Gerais;Olhos-d'Água;5735;0;0
799;0;MG;Minas Gerais;Paiva;1587;0;0
799;0;MG;Minas Gerais;Munhoz;6327;0;0
799;0;MG;Minas Gerais;Muriaé;106576;0;0
799;0;MG;Minas Gerais;Monte Sião;22794;0;0
799;0;MG;Minas Gerais;São João Batista do Glória;7292;0;0
799;0;MG;Minas Gerais;São João do Oriente;7925;0;0
799;0;MG;Minas Gerais;São José da Lapa;21905;0;0
799;0;MG;Minas Gerais;São Tiago;10986;0;0
799;0;MG;Minas Gerais;Silveirânia;2277;0;0
799;0;MG;Minas Gerais;Silvianópolis;6266;0;0
799;0;MG;Minas Gerais;Serra Azul de Minas;4358;0;0
799;0;MG;Minas Gerais;Serra do Salitre;11236;0;0
799;0;MG;Minas Gerais;São Vicente de Minas;7487;0;0
799;0;MG;Minas Gerais;Sarzedo;29270;0;0
799;0;MG;Minas Gerais;Mata Verde;8363;0;0
799;0;MG;Minas Gerais;Matias Barbosa;14196;0;0
799;0;MG;Minas Gerais;Minas Novas;31864;0;0
799;0;MG;Minas Gerais;Moeda;4903;0;0
799;0;MG;Minas Gerais;Monjolos;2365;0;0
799;0;MG;Minas Gerais;Montalvânia;15875;0;0
799;0;MG;Minas Gerais;Liberdade;5373;0;0
799;0;MG;Minas Gerais;Ibitiúra de Minas;3512;0;0
799;0;MG;Minas Gerais;Igaratinga;10144;0;0
799;0;MG;Minas Gerais;Ijaci;6288;0;0
799;0;MG;Minas Gerais;Inimutaba;7349;0;0
799;0;MG;Minas Gerais;Januária;68065;0;0
799;0;MG;Minas Gerais;Jesuânia;4899;0;0
799;0;MG;Minas Gerais;Joaquim Felício;4573;0;0
799;0;MG;Minas Gerais;José Gonçalves de Minas;4650;0;0
799;0;MG;Minas Gerais;Lagoa da Prata;49654;0;0
799;0;MG;Minas Gerais;Pimenta;8619;0;0
799;0;MG;Minas Gerais;Pintópolis;7516;0;0
799;0;MG;Minas Gerais;Pompéu;30943;0;0
799;0;MG;Minas Gerais;Porteirinha;38709;0;0
799;0;MG;Minas Gerais;Pratápolis;8952;0;0
799;0;MG;Minas Gerais;Queluzito;1940;0;0
799;0;MG;Minas Gerais;Resplendor;17653;0;0
799;0;MG;Minas Gerais;Ressaquinha;4820;0;0
799;0;MG;Minas Gerais;Rio do Prado;5324;0;0
799;0;MG;Minas Gerais;Rio Espera;5986;0;0
799;0;MG;Minas Gerais;Rio Novo;9032;0;0
799;0;MG;Minas Gerais;Rio Preto;5502;0;0
799;0;MG;Minas Gerais;Romaria;3664;0;0
799;0;MG;Minas Gerais;Sacramento;25432;0;0
799;0;MG;Minas Gerais;Santa Cruz de Minas;8365;0;0
799;0;MG;Minas Gerais;Santana do Manhuaçu;8839;0;0
799;0;MG;Minas Gerais;Arinos;18210;0;0
799;0;MG;Minas Gerais;Baependi;19117;0;0
799;0;MG;Minas Gerais;Bambuí;23759;0;0
799;0;MG;Minas Gerais;Albertina;3025;0;0
799;0;BA;Bahia;Sobradinho;23511;0;0
799;0;BA;Bahia;Umburanas;18851;0;0
799;0;BA;Bahia;Várzea do Poço;9364;0;0
799;0;MG;Minas Gerais;Alvinópolis;15630;0;0
799;0;MG;Minas Gerais;Amparo do Serra;4997;0;0
799;0;MG;Minas Gerais;Bicas;14342;0;0
799;0;MG;Minas Gerais;Bom Jesus da Penha;4121;0;0
799;0;MG;Minas Gerais;Borda da Mata;18481;0;0
799;0;MG;Minas Gerais;Cachoeira Dourada;2645;0;0
799;0;MG;Minas Gerais;Canaã;4721;0;0
799;0;MG;Minas Gerais;Caparaó;5435;0;0
799;0;MG;Minas Gerais;Caranaíba;3330;0;0
799;0;MG;Minas Gerais;Carmo da Cachoeira;12276;0;0
799;0;MG;Minas Gerais;Carmo do Rio Claro;21273;0;0
799;0;MG;Minas Gerais;Conceição da Barra de Minas;4055;0;0
799;0;MG;Minas Gerais;Felixlândia;14973;0;0
799;0;MG;Minas Gerais;Ferros;10707;0;0
799;0;MG;Minas Gerais;Formiga;67833;0;0
799;0;MG;Minas Gerais;Fortaleza de Minas;4330;0;0
799;0;MG;Minas Gerais;Francisco Dumont;5130;0;0
799;0;MG;Minas Gerais;Fronteira dos Vales;4765;0;0
799;0;MG;Minas Gerais;Funilândia;4153;0;0
799;0;MG;Minas Gerais;Gameleiras;5259;0;0
799;0;MG;Minas Gerais;Goiabeira;3253;0;0
799;0;MG;Minas Gerais;Goianá;3876;0;0
799;0;MG;Minas Gerais;Guarará;3977;0;0
799;0;MG;Minas Gerais;Guidoval;7341;0;0
799;0;MG;Minas Gerais;Guiricema;8805;0;0
799;0;MG;Minas Gerais;Chapada do Norte;15648;0;0
799;0;MG;Minas Gerais;Claro dos Poções;7885;0;0
799;0;MG;Minas Gerais;Comendador Gomes;3105;0;0
799;0;MG;Minas Gerais;Comercinho;7962;0;0
799;0;MG;Minas Gerais;Conceição dos Ouros;11151;0;0
799;0;MG;Minas Gerais;Coromandel;28428;0;0
799;0;MG;Minas Gerais;Coronel Pacheco;3101;0;0
799;0;MG;Minas Gerais;Couto de Magalhães de Minas;4395;0;0
799;0;MG;Minas Gerais;Descoberto;4989;0;0
799;0;MG;Minas Gerais;Dores de Guanhães;5335;0;0
799;0;MG;Minas Gerais;Durandé;7783;0;0
799;0;MG;Minas Gerais;Engenheiro Navarro;7353;0;0
799;0;RN;Rio Grande do Norte;Lucrécia;3897;0;0
799;0;RN;Rio Grande do Norte;Montanhas;11608;0;0
799;0;RN;Rio Grande do Norte;Mossoró;284288;0;0
799;0;RN;Rio Grande do Norte;Grossos;10099;0;0
799;0;RN;Rio Grande do Norte;Jandaíra;6875;0;0
799;0;RN;Rio Grande do Norte;Jardim de Piranhas;14476;0;0
799;0;RN;Rio Grande do Norte;José da Penha;6049;0;0
799;0;RN;Rio Grande do Norte;Jucurutu;18409;0;0
799;0;RN;Rio Grande do Norte;Jundiá;3821;0;0
799;0;RN;Rio Grande do Norte;Lagoa de Velhos;2762;0;0
799;0;CE;Ceará;Umirim;19437;0;0
799;0;CE;Ceará;Quixeramobim;76386;0;0
799;0;RN;Rio Grande do Norte;Acari;11349;0;0
799;0;RN;Rio Grande do Norte;Angicos;11906;0;0
799;0;RN;Rio Grande do Norte;Arês;13905;0;0
799;0;RN;Rio Grande do Norte;Bento Fernandes;5422;0;0
799;0;RN;Rio Grande do Norte;Espírito Santo;10739;0;0
799;0;RN;Rio Grande do Norte;Brejinho;12399;0;0
799;0;RN;Rio Grande do Norte;Campo Redondo;10974;0;0
799;0;RN;Rio Grande do Norte;Caraúbas;21750;0;0
799;0;RN;Rio Grande do Norte;Currais Novos;44710;0;0
799;0;RN;Rio Grande do Norte;Upanema;12853;0;0
799;0;RN;Rio Grande do Norte;Vera Cruz;11832;0;0
799;0;RN;Rio Grande do Norte;Viçosa;1705;0;0
799;0;RN;Rio Grande do Norte;São José do Campestre;12896;0;0
799;0;RN;Rio Grande do Norte;São Miguel;23100;0;0
799;0;RN;Rio Grande do Norte;São Miguel do Gostoso;9333;0;0
799;0;RN;Rio Grande do Norte;São Pedro;6255;0;0
799;0;RN;Rio Grande do Norte;Senador Elói de Souza;6034;0;0
799;0;RN;Rio Grande do Norte;Serra de São Bento;5890;0;0
799;0;RN;Rio Grande do Norte;Serra do Mel;11336;0;0
799;0;RN;Rio Grande do Norte;Severiano Melo;4278;0;0
799;0;RN;Rio Grande do Norte;Tangará;15354;0;0
799;0;RN;Rio Grande do Norte;Tenente Laurentino Cruz;5677;0;0
799;0;RN;Rio Grande do Norte;Santa Maria;5259;0;0
799;0;RN;Rio Grande do Norte;Pau dos Ferros;29696;0;0
799;0;RN;Rio Grande do Norte;Pedro Avelino;7122;0;0
799;0;RN;Rio Grande do Norte;Serra Caiada;9666;0;0
799;0;RN;Rio Grande do Norte;Pureza;9208;0;0
799;0;RN;Rio Grande do Norte;Rafael Fernandes;5001;0;0
799;0;RN;Rio Grande do Norte;Rafael Godeiro;3202;0;0
799;0;RN;Rio Grande do Norte;Riacho de Santana;4279;0;0
799;0;RN;Rio Grande do Norte;Riachuelo;7753;0;0
799;0;RN;Rio Grande do Norte;Tibau;3978;0;0
799;0;RN;Rio Grande do Norte;Santa Cruz;38538;0;0
799;0;RN;Rio Grande do Norte;São Bento do Norte;2935;0;0
799;0;RN;Rio Grande do Norte;São Bento do Trairí;4262;0;0
799;0;RN;Rio Grande do Norte;São Fernando;3572;0;0
799;0;MA;Maranhão;Nova Iorque;4595;0;0
799;0;MA;Maranhão;Olinda Nova do Maranhão;14110;0;0
799;0;MA;Maranhão;Paraibano;20768;0;0
799;0;MA;Maranhão;Passagem Franca;18387;0;0
799;0;MA;Maranhão;Pirapemas;18053;0;0
799;0;MA;Maranhão;Presidente Dutra;46369;0;0
799;0;MA;Maranhão;Presidente Sarney;18210;0;0
799;0;MA;Maranhão;Rosário;41349;0;0
799;0;MA;Maranhão;Sambaíba;5546;0;0
799;0;MA;Maranhão;Santa Luzia;75762;0;0
799;0;MA;Maranhão;São Domingos do Maranhão;33716;0;0
799;0;MA;Maranhão;São Francisco do Maranhão;11961;0;0
799;0;MA;Maranhão;São João do Carú;15558;0;0
799;0;PI;Piauí;Valença do Piauí;20555;0;0
799;0;PI;Piauí;Várzea Branca;4899;0;0
799;0;PI;Piauí;Várzea Grande;4339;0;0
799;0;PI;Piauí;Vera Mendes;3023;0;0
799;0;CE;Ceará;Abaiara;11226;0;0
799;0;CE;Ceará;Acarape;16153;0;0
799;0;CE;Ceará;Alcântaras;11247;0;0
799;0;CE;Ceará;Altaneira;7271;0;0
799;0;CE;Ceará;Alto Santo;16823;0;0
799;0;CE;Ceará;Cascavel;69498;0;0
799;0;CE;Ceará;Baturité;34735;0;0
799;0;CE;Ceará;Beberibe;51885;0;0
799;0;CE;Ceará;Caririaçu;26840;0;0
799;0;PI;Piauí;Sebastião Leal;4199;0;0
799;0;PI;Piauí;Sussuapara;6504;0;0
799;0;PI;Piauí;Tamboril do Piauí;2839;0;0
799;0;PI;Piauí;Tanque do Piauí;2694;0;0
799;0;MA;Maranhão;Nina Rodrigues;13746;0;0
799;0;CE;Ceará;Assaré;23058;0;0
799;0;CE;Ceará;Guaiúba;25581;0;0
799;0;CE;Ceará;Horizonte;62002;0;0
799;0;CE;Ceará;Ibiapina;24555;0;0
799;0;CE;Ceará;Independência;25952;0;0
799;0;CE;Ceará;General Sampaio;6679;0;0
799;0;CE;Ceará;Graça;15287;0;0
799;0;CE;Ceará;Granja;53682;0;0
799;0;CE;Ceará;Iracema;14042;0;0
799;0;CE;Ceará;Jaguaretama;18018;0;0
799;0;CE;Ceará;Jucás;24417;0;0
799;0;CE;Ceará;Maranguape;122020;0;0
799;0;CE;Ceará;Marco;26219;0;0
799;0;CE;Ceará;Martinópole;10796;0;0
799;0;CE;Ceará;Mauriti;45881;0;0
799;0;CE;Ceará;Meruoca;14529;0;0
799;0;CE;Ceará;Milhã;13188;0;0
799;0;CE;Ceará;Parambu;31376;0;0
799;0;CE;Ceará;Morrinhos;21737;0;0
799;0;CE;Ceará;Mucambo;14346;0;0
799;0;CE;Ceará;Nova Russas;31783;0;0
799;0;CE;Ceará;Novo Oriente;28149;0;0
799;0;CE;Ceará;Orós;21447;0;0
799;0;CE;Ceará;Palhano;9169;0;0
799;0;CE;Ceará;Reriutaba;19145;0;0
799;0;CE;Ceará;Santana do Acaraú;31369;0;0
799;0;CE;Ceará;Santa Quitéria;43359;0;0
799;0;CE;Ceará;Senador Pompeu;26600;0;0
799;0;CE;Ceará;Tamboril;25635;0;0
799;0;CE;Ceará;Tarrafas;8923;0;0
799;0;CE;Ceará;Tejuçuoca;18301;0;0
799;0;CE;Ceará;Ubajara;33505;0;0
799;0;PE;Pernambuco;Barra de Guabiraba;13808;0;0
799;0;PE;Pernambuco;Belém de Maria;11833;0;0
799;0;PE;Pernambuco;Calumbi;5749;0;0
799;0;PE;Pernambuco;Camaragibe;152840;0;0
799;0;PE;Pernambuco;Carnaíba;19253;0;0
799;0;PE;Pernambuco;Catende;40857;0;0
799;0;PE;Pernambuco;Cedro;11421;0;0
799;0;PE;Pernambuco;Limoeiro;56336;0;0
799;0;PE;Pernambuco;Nazaré da Mata;31951;0;0
799;0;PE;Pernambuco;Jurema;15112;0;0
799;0;PE;Pernambuco;Paudalho;54547;0;0
799;0;PE;Pernambuco;Pedra;21609;0;0
799;0;PE;Pernambuco;Quixaba;6835;0;0
799;0;PE;Pernambuco;Itaquitinga;16696;0;0
799;0;PE;Pernambuco;Frei Miguelinho;15036;0;0
799;0;PE;Pernambuco;Glória do Goitá;30111;0;0
799;0;PE;Pernambuco;Ibimirim;28403;0;0
799;0;PE;Pernambuco;Iguaraci;12117;0;0
799;0;PE;Pernambuco;Ipojuca;89660;0;0
799;0;AL;Alagoas;Canapi;17973;0;0
799;0;AL;Alagoas;Coqueiro Seco;5844;0;0
799;0;AL;Alagoas;Girau do Ponciano;40100;0;0
799;0;AL;Alagoas;Inhapi;18535;0;0
799;0;AL;Alagoas;Jacaré dos Homens;5469;0;0
799;0;AL;Alagoas;Jacuípe;7177;0;0
799;0;AL;Alagoas;Jaramataia;5706;0;0
799;0;AL;Alagoas;Joaquim Gomes;23941;0;0
799;0;AL;Alagoas;Jundiá;4253;0;0
799;0;AL;Alagoas;Limoeiro de Anadia;28439;0;0
799;0;PE;Pernambuco;Tamandaré;22323;0;0
799;0;PE;Pernambuco;Trindade;29182;0;0
799;0;PE;Pernambuco;Triunfo;15264;0;0
799;0;PE;Pernambuco;Vertente do Lério;7802;0;0
799;0;PE;Pernambuco;Vertentes;19720;0;0
799;0;AL;Alagoas;Água Branca;20601;0;0
799;0;PE;Pernambuco;Sirinhaém;43620;0;0
799;0;PE;Pernambuco;Serrita;18985;0;0
799;0;PB;Paraíba;Carrapateira;2566;0;0
799;0;PB;Paraíba;Cachoeira dos Índios;10034;0;0
799;0;PB;Paraíba;Bayeux;95677;0;0
799;0;PB;Paraíba;Baía da Traição;8696;0;0
799;0;PB;Paraíba;Condado;6722;0;0
799;0;PB;Paraíba;Maturéia;6363;0;0
799;0;PB;Paraíba;Pombal;32684;0;0
799;0;PB;Paraíba;Serra Branca;13488;0;0
799;0;PE;Pernambuco;Abreu e Lima;98201;0;0
799;0;PE;Pernambuco;Afrânio;18831;0;0
799;0;AM;Amazonas;Iranduba;45250;0;0
799;0;AM;Amazonas;Itacoatiara;95714;0;0
799;0;AC;Acre;Plácido de Castro;17979;0;0
799;0;AC;Acre;Manoel Urbano;8514;0;0
799;0;AC;Acre;Xapuri;17317;0;0
799;0;AC;Acre;Porto Acre;16396;0;0
799;0;AC;Acre;Rodrigues Alves;16475;0;0
799;0;AC;Acre;Senador Guiomard;20992;0;0
799;0;AM;Amazonas;Careiro;35938;0;0
799;0;AC;Acre;Feijó;32398;0;0
799;0;RO;Rondônia;Vale do Paraíso;8327;0;0
799;0;AC;Acre;Acrelândia;13613;0;0
799;0;AC;Acre;Assis Brasil;6610;0;0
799;0;AC;Acre;Bujari;9173;0;0
799;0;RO;Rondônia;Ministro Andreazza;10860;0;0
799;0;RO;Rondônia;São Felipe D'Oeste;6160;0;0
799;0;RO;Rondônia;Porto Velho;494013;0;0
799;0;RO;Rondônia;Presidente Médici;22783;0;0
799;0;RO;Rondônia;Rolim de Moura;55807;0;0
799;0;RO;Rondônia;Corumbiara;8938;0;0
799;0;RO;Rondônia;Alta Floresta D'Oeste;25652;0;0
799;0;RO;Rondônia;Cabixi;6424;0;0
799;0;RO;Rondônia;Cerejeiras;18013;0;0
799;0;RO;Rondônia;Alto Alegre dos Parecis;13884;0;0
799;0;RO;Rondônia;Machadinho D'Oeste;36412;0;0
799;0;RO;Rondônia;Nova Brasilândia D'Oeste;21511;0;0
799;0;RO;Rondônia;Castanheiras;3653;0;0
799;0;RO;Rondônia;Chupinguaia;9887;0;0
799;0;RO;Rondônia;Cujubim;20204;0;0
799;0;RR;Roraima;Cantá;15774;0;0
799;0;RR;Roraima;Caracaraí;19981;0;0
799;0;RR;Roraima;Caroebe;8997;0;0
799;0;RR;Roraima;Iracema;10043;0;0
799;0;RR;Roraima;Mucajaí;16137;0;0
799;0;RR;Roraima;Normandia;9953;0;0
799;0;RR;Roraima;Rorainópolis;26811;0;0
799;0;RR;Roraima;São João da Baliza;7401;0;0
799;0;RR;Roraima;São Luiz;7309;0;0
799;0;PA;Pará;Abel Figueiredo;7070;0;0
799;0;PA;Pará;Acará;54047;0;0
799;0;PA;Pará;Afuá;37004;0;0
799;0;PA;Pará;Alenquer;54353;0;0
799;0;PA;Pará;Altamira;106768;0;0
799;0;PA;Pará;Aurora do Pará;28974;0;0
799;0;PA;Pará;Aveiro;15956;0;0
799;0;PA;Pará;Baião;42513;0;0
799;0;PA;Pará;Bannach;3303;0;0
799;0;PA;Pará;Gurupá;31182;0;0
799;0;PA;Pará;Inhangapi;10876;0;0
799;0;PA;Pará;Irituia;31644;0;0
799;0;PA;Pará;Itupiranga;51743;0;0
799;0;PA;Pará;Jacareacanga;41487;0;0
799;0;PA;Pará;Jacundá;55204;0;0
799;0;PA;Pará;Marapanim;27262;0;0
799;0;PA;Pará;Nova Timboteua;14472;0;0
799;0;PA;Pará;Óbidos;50317;0;0
799;0;PA;Pará;Ourilândia do Norte;30171;0;0
799;0;PA;Pará;Pacajá;43930;0;0
799;0;PA;Pará;Pau D'Arco;5637;0;0
799;0;PA;Pará;Ponta de Pedras;28601;0;0
799;0;PA;Pará;Salinópolis;38819;0;0
799;0;PA;Pará;Santa Bárbara do Pará;19197;0;0
799;0;PA;Pará;Santa Cruz do Arari;9191;0;0
799;0;PA;Pará;Santana do Araguaia;65062;0;0
799;0;PA;Pará;Santarém;290521;0;0
799;0;PA;Pará;São Caetano de Odivelas;17344;0;0
799;0;PA;Pará;São Francisco do Pará;15341;0;0
799;0;PA;Pará;São Geraldo do Araguaia;24828;0;0
799;0;PA;Pará;São João da Ponta;5703;0;0
799;0;PA;Pará;São Miguel do Guamá;55191;0;0
799;0;PA;Pará;São Sebastião da Boa Vista;24768;0;0
799;0;PA;Pará;Sapucaia;5492;0;0
799;0;PA;Pará;Senador José Porfírio;12075;0;0
799;0;PA;Pará;Terra Alta;10973;0;0
799;0;PA;Pará;Tracuateua;29125;0;0
799;0;PA;Pará;Tucumã;36674;0;0
799;0;PA;Pará;Tucuruí;105431;0;0
799;0;PA;Pará;Vigia;50622;0;0
799;0;PA;Pará;Vitória do Xingu;14242;0;0
799;0;PA;Pará;Xinguara;42465;0;0
799;0;AP;Amapá;Amapá;8553;0;0
799;0;AP;Amapá;Calçoene;9979;0;0
799;0;AP;Amapá;Cutias;5291;0;0
799;0;AP;Amapá;Itaubal;4836;0;0
799;0;AP;Amapá;Laranjal do Jari;44777;0;0
799;0;PA;Pará;Rio Maria;17755;0;0
799;0;RR;Roraima;Alto Alegre;16301;0;0
799;0;PA;Pará;Brejo Grande do Araguaia;7258;0;0
799;0;PA;Pará;Cachoeira do Piriá;30430;0;0
799;0;PA;Pará;Colares;11641;0;0
799;0;PA;Pará;Concórdia do Pará;30801;0;0
799;0;AP;Amapá;Mazagão;19157;0;0
799;0;AP;Amapá;Oiapoque;23628;0;0
799;0;AP;Amapá;Porto Grande;19191;0;0
799;0;AP;Amapá;Pracuúba;4404;0;0
799;0;AP;Amapá;Santana;110565;0;0
799;0;AP;Amapá;Tartarugalzinho;14754;0;0
799;0;AP;Amapá;Vitória do Jari;14045;0;0
799;0;MA;Maranhão;Matões do Norte;15758;0;0
799;0;MA;Maranhão;Mirador;20586;0;0
799;0;MA;Maranhão;Mirinzal;14570;0;0
799;0;MA;Maranhão;Luís Domingues;6744;0;0
799;0;MA;Maranhão;Maracaçumé;20549;0;0
799;0;MA;Maranhão;Marajá do Sena;7689;0;0
799;0;MA;Maranhão;Lago Verde;15820;0;0
799;0;MA;Maranhão;Amarante do Maranhão;39974;0;0
799;0;MA;Maranhão;Anajatuba;26618;0;0
799;0;MA;Maranhão;Graça Aranha;6147;0;0
799;0;MA;Maranhão;Imperatriz;252320;0;0
799;0;MA;Maranhão;Jenipapo dos Vieiras;16015;0;0
799;0;MA;Maranhão;João Lisboa;23338;0;0
799;0;MA;Maranhão;Joselândia;15792;0;0
799;0;MA;Maranhão;Lago da Pedra;48511;0;0
799;0;MA;Maranhão;São Raimundo do Doca Bezerra;5387;0;0
799;0;MA;Maranhão;Senador Alexandre Costa;10763;0;0
799;0;MA;Maranhão;Senador La Rocque;14195;0;0
799;0;MA;Maranhão;Serrano do Maranhão;10758;0;0
799;0;MA;Maranhão;Timbiras;28442;0;0
799;0;MA;Maranhão;Turiaçu;34694;0;0
799;0;MA;Maranhão;Turilândia;24559;0;0
799;0;PI;Piauí;Água Branca;16944;0;0
799;0;PI;Piauí;Alto Longá;13967;0;0
799;0;PI;Piauí;Avelino Lopes;11390;0;0
799;0;PI;Piauí;Barra D'Alcântara;3886;0;0
799;0;PI;Piauí;Batalha;26277;0;0
799;0;PI;Piauí;Belém do Piauí;3440;0;0
799;0;PI;Piauí;Bocaina;4431;0;0
799;0;PI;Piauí;Bom Princípio do Piauí;5474;0;0
799;0;PI;Piauí;Boqueirão do Piauí;6359;0;0
799;0;PI;Piauí;Cabeceiras do Piauí;10276;0;0
799;0;PI;Piauí;Cajueiro da Praia;7415;0;0
799;0;PI;Piauí;Caracol;10588;0;0
799;0;PI;Piauí;Caraúbas do Piauí;5704;0;0
799;0;PI;Piauí;Caridade do Piauí;4974;0;0
799;0;PI;Piauí;Dirceu Arcoverde;6841;0;0
799;0;PI;Piauí;Esperantina;38749;0;0
799;0;PI;Piauí;Flores do Piauí;4395;0;0
799;0;PI;Piauí;Guadalupe;10340;0;0
799;0;PI;Piauí;Guaribas;4472;0;0
799;0;PI;Piauí;Ilha Grande;9176;0;0
799;0;PI;Piauí;Ipiranga do Piauí;9569;0;0
799;0;PI;Piauí;Isaías Coelho;8389;0;0
799;0;PI;Piauí;Itaueira;10818;0;0
799;0;PI;Piauí;Jerumenha;4397;0;0
799;0;PI;Piauí;João Costa;2968;0;0
799;0;PI;Piauí;Joaquim Pires;14059;0;0
799;0;PI;Piauí;Joca Marques;5282;0;0
799;0;PI;Piauí;Lagoa do Barro do Piauí;4570;0;0
799;0;PI;Piauí;Madeiro;8075;0;0
799;0;PI;Piauí;Manoel Emídio;5262;0;0
799;0;PI;Piauí;Massapê do Piauí;6315;0;0
799;0;PI;Piauí;Miguel Alves;32993;0;0
799;0;PI;Piauí;Miguel Leão;1239;0;0
799;0;PI;Piauí;Monsenhor Gil;10410;0;0
799;0;PI;Piauí;Murici dos Portelas;8846;0;0
799;0;PI;Piauí;Nossa Senhora de Nazaré;4723;0;0
799;0;PI;Piauí;Nossa Senhora dos Remédios;8457;0;0
799;0;PI;Piauí;Novo Oriente do Piauí;6493;0;0
799;0;PI;Piauí;Oeiras;36266;0;0
799;0;PI;Piauí;Padre Marcos;6742;0;0
799;0;PI;Piauí;Paquetá;3909;0;0
799;0;PI;Piauí;Parnaíba;149348;0;0
799;0;PI;Piauí;Patos do Piauí;6241;0;0
799;0;PI;Piauí;Pau D'Arco do Piauí;3914;0;0
799;0;PI;Piauí;Paulistana;20133;0;0
799;0;PI;Piauí;Piripiri;62600;0;0
799;0;PI;Piauí;Porto Alegre do Piauí;2637;0;0
799;0;PI;Piauí;Ribeira do Piauí;4368;0;0
799;0;PI;Piauí;Santana do Piauí;4534;0;0
799;0;PI;Piauí;Santo Antônio de Lisboa;6215;0;0
799;0;PI;Piauí;São Braz do Piauí;4367;0;0
799;0;PI;Piauí;São Francisco do Piauí;6332;0;0
799;0;PI;Piauí;São João do Piauí;20077;0;0
799;0;PI;Piauí;São José do Divino;5237;0;0
799;0;PI;Piauí;São José do Piauí;6615;0;0
799;0;MA;Maranhão;Axixá;11780;0;0
799;0;MA;Maranhão;Bacabal;102265;0;0
799;0;MA;Maranhão;Barreirinhas;59623;0;0
